[main] ERROR nl.tudelft.ipv8.jvm.demo.Application - start
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 62% done with 8921 blocks to go, block date 2024-04-25T15:14:36Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 63% done with 8686 blocks to go, block date 2024-04-25T15:15:15Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 64% done with 8452 blocks to go, block date 2024-04-25T15:15:54Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 65% done with 8217 blocks to go, block date 2024-04-25T15:16:34Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 66% done with 7982 blocks to go, block date 2024-04-25T15:17:13Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 67% done with 7747 blocks to go, block date 2024-04-25T15:17:52Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 68% done with 7512 blocks to go, block date 2024-04-25T15:18:31Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 69% done with 7278 blocks to go, block date 2024-04-25T15:19:10Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 70% done with 7043 blocks to go, block date 2024-04-25T15:19:49Z
[PeerGroup Thread] INFO org.bitcoinj.core.PeerGroup$ChainDownloadSpeedCalculator - 16664 blocks/sec, 0 tx/sec, 15665 pre-filtered tx/sec, avg/last 131.59/1301.88 kilobytes per sec, chain/common height 16664/23479 (warming up 14 more seconds)
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 71% done with 6808 blocks to go, block date 2024-04-25T15:20:28Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 72% done with 6573 blocks to go, block date 2024-04-25T15:21:08Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 73% done with 6339 blocks to go, block date 2024-04-25T15:21:47Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 74% done with 6104 blocks to go, block date 2024-04-25T15:22:26Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 75% done with 5869 blocks to go, block date 2024-04-25T15:23:05Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 76% done with 5634 blocks to go, block date 2024-04-25T15:23:44Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 77% done with 5399 blocks to go, block date 2024-04-25T15:24:23Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 78% done with 5165 blocks to go, block date 2024-04-25T15:25:02Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 79% done with 4930 blocks to go, block date 2024-04-25T15:25:41Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 80% done with 4695 blocks to go, block date 2024-04-25T15:26:21Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 81% done with 4460 blocks to go, block date 2024-04-25T15:27:00Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 82% done with 4226 blocks to go, block date 2024-04-25T15:27:39Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 83% done with 3991 blocks to go, block date 2024-04-25T15:28:18Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 84% done with 3756 blocks to go, block date 2024-04-25T15:28:57Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 85% done with 3521 blocks to go, block date 2024-04-25T15:29:36Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 86% done with 3286 blocks to go, block date 2024-04-25T15:30:15Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 87% done with 3052 blocks to go, block date 2024-04-25T15:30:54Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 88% done with 2817 blocks to go, block date 2024-04-25T15:31:34Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 89% done with 2582 blocks to go, block date 2024-04-25T15:32:13Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 90% done with 2347 blocks to go, block date 2024-04-25T15:32:52Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 91% done with 2113 blocks to go, block date 2024-04-25T15:33:31Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 92% done with 1878 blocks to go, block date 2024-04-25T15:34:10Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 93% done with 1643 blocks to go, block date 2024-04-25T15:34:49Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 94% done with 1408 blocks to go, block date 2024-04-25T15:35:28Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 95% done with 1173 blocks to go, block date 2024-04-25T15:36:08Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 96% done with 939 blocks to go, block date 2024-04-25T15:36:47Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 97% done with 704 blocks to go, block date 2024-04-25T15:45:19Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 98% done with 469 blocks to go, block date 2024-04-25T23:24:55Z
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 99% done with 234 blocks to go, block date 2024-04-26T02:18:11Z
[NioClientManager] INFO org.bitcoinj.core.AbstractBlockChain - Connected orphan 1cf047c1b86f2884719d46064a798461d075ff6ca5517dc0b085ace30924ef4c
[NioClientManager] INFO org.bitcoinj.core.AbstractBlockChain - Connected 1 orphan blocks.
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download 100% done with 0 blocks to go, block date 2024-04-26T05:30:34Z
[NioClientManager] WARN org.bitcoinj.core.PeerSocketHandler - [127.0.0.1]:18444 - 
org.java_websocket.exceptions.WebsocketNotConnectedException
	at org.java_websocket.WebSocketImpl.send(WebSocketImpl.java:664)
